,ROME_PROFESSION_CARD_CODE,TXT_NAME
246,D1104,"Prépare et confectionne des produits de pâtisserie, confiserie, chocolaterie et glacerie selon les règles d'hygiène et de sécurité alimentaires."
247,D1104,"Peut effectuer la vente de produits de pâtisserie, confiserie, chocolaterie et glacerie."
248,D1104,"Peut gérer un commerce de détail alimentaire (pâtisserie, confiserie, chocolaterie, glacier, ...)."
249,D1105,"Réalise la préparation de poissons, crustacés et coquillages selon les règles d'hygiène et de sécurité alimentaires et la réglementation du commerce."
250,D1105,"Peut effectuer la vente de produits de la mer auprès de particuliers, de professionnels (grandes surfaces, industrie alimentaire, ....) et réaliser des opérations de transformation de poissons (salaisons, conserves, plats traiteur, ...)."
251,D1105,"Peut gérer un commerce de détail alimentaire (poissonnerie, ...)."
252,D1106,"Réalise la vente de produits alimentaires (frais et hors frais) selon la réglementation du commerce, les règles d'hygiène et de sécurité alimentaires et les objectifs commerciaux de l'enseigne, de l'entreprise."
253,D1106,"Peut effectuer la préparation (cuisson, coupe, réalisation de plateaux, ...) de produits frais."
254,D1107,"Réalise des opérations de vente en gros de produits frais (fruits, légumes, fleurs, ...) destinés à un public de professionnels (restaurateurs, détaillants, collectivités, ...) selon la réglementation commerciale, les règles d'hygiène et de sécurité alimentaires et la stratégie commerciale de l'entreprise."
255,D1107,Peut préparer les commandes des clients.
256,D1201,"Réalise des transactions d'achat et de revente d'objets d'art (tableaux, sculptures, ...), d'objets anciens (livres, gravures, ...) ou d'articles d'occasion (meubles, vêtements, ...) pour une clientèle de professionnels ou de particuliers selon la réglementation du commerce de l'art, du commerce de l'antiquité et de l'occasion."
257,D1201,Peut réaliser des travaux de restauration d'oeuvres d'art et d'objets anciens.
258,D1201,Peut authentifier et dater des oeuvres d'art et des objets anciens.
259,D1202,Effectue des soins et traitements capillaires dans un but d'hygiène et d'esthétique.
260,D1202,"Conseille et aide au choix de coiffures, de coupes et coiffes en tenant compte de la mode, de la morphologie et du goût du client."
261,D1202,Peut réaliser l'application de coloration temporaire ou durable.
262,D1202,"Intervient dans l'accueil des clients et la vente de produits (accessoires de coiffure, produits de traitement capillaire, produits de beauté, ...)."
263,D1202,Peut coordonner une équipe ou diriger un salon.
264,D1203,"Réalise les soins corporels prescrits à des personnes (curistes, clients) et les accompagne durant la prestation ou assiste des professionnels des soins médicaux (kinésithérapeute, médecin thermal, ...) selon les règles d'hygiène et protocoles thérapeutiques."
265,D1203,Peut coordonner une équipe.
266,D1204,Réalise tout ou partie des opérations de location de matériels de transport ou de loisirs selon les règles de sécurité des biens et des personnes.
267,D1204,Peut coordonner l'activité d'une équipe.
268,D1205,"Réceptionne pièce par pièce des articles en textile, cuir ou peausserie et effectue leur nettoyage et repassage selon les normes d'hygiène et de sécurité et la réglementation environnementale. Enregistre les paiements et remet les articles traités aux clients."
269,D1205,"Peut réaliser des opérations de couture, de teinture et l'entretien des machines et équipements."
270,D1205,Peut coordonner une équipe ou diriger une structure.
271,D1206,"Remet en état, rénove, répare tout article en cuir ou en autres matériaux souples (chaussures, sacs, ...), selon les règles d'hygiène et de sécurité."
272,D1206,"Peut fabriquer des articles en cuir sur demande de clients, réaliser des prestations de service (reproduction de clés, plaques d'immatriculation, ...)."
273,D1206,Peut diriger une structure.
274,D1207,"Répare et retouche à la machine ou manuellement des vêtements (changement de doublure, ourlet, remise à taille, rapiéçage...) de matières différentes (tissu lourd, maille, cuir, ...) selon les mesures du client, l'esthétique et le confort attendus."
275,D1207,"Peut réaliser des opérations de rénovation et/ou protection des articles (remise à teinte, ...)."
276,D1207,"Peut confectionner des articles (vêtement, rideaux, ...) et conseiller le client lors de ses achats."
277,D1207,"Peut coordonner une équipe et diriger un service ou une structure (retoucherie, ...)."
278,D1208,Réalise les soins d'embellissement et d'entretien corporel de personnes et les conseille en matière d'esthétique et de produits de beauté selon les règles d'hygiène.
279,D1208,Peut encadrer une équipe ou diriger une structure.
280,D1209,"Réalise la vente de végétaux d'intérieur (fleurs coupées, plantes fleuries, compositions florales, plantes vertes, fleurs séchées, ...), d'extérieur (arbustes d'ornement, arbres fruitiers, plantes à massifs, rosiers, bulbes, ...) et de produits ou d'accessoires de jardinerie (pots, engrais, terreau, produits phytosanitaires, ...) auprès d'une clientèle de particuliers selon la réglementation du commerce, les règles d'hygiène et de sécurité, et la stratégie commerciale de l'entreprise."
281,D1209,"Peut réaliser des décorations à l'occasion d'évènements publics ou privés (salon, mariage, enterrement, ...)."
282,D1209,Peut coordonner une équipe.
283,D1210,"Réalise la vente d'animaux vivants domestiques ou non domestiques et d'articles destinés à leur entretien et leur bien-être (aliments, cages, jouets, ...) selon la réglementation du commerce, les règles d'hygiène et de sécurité et la stratégie commerciale de l'entreprise."
284,D1210,Peut coordonner une équipe.
285,D1211,"Réalise la vente d'articles et d'accessoires destinés à des activités sportives, culturelles ou de loisirs auprès d'une clientèle de particuliers selon la réglementation du commerce, la stratégie et les objectifs commerciaux de l'entreprise."
286,D1211,"Peut proposer des services complémentaires (réglages de cycles, maintenance d'instruments de musique, préparation d'armes à feu, ...)."
287,D1211,Peut coordonner une équipe.
288,D1212,"Réalise la vente de produits destinés à l'aménagement, la décoration et l'équipement du foyer auprès d'une clientèle de particuliers selon la réglementation du commerce, la stratégie et les objectifs commerciaux de l'entreprise."
289,D1212,Peut effectuer des opérations de service après-vente.
290,D1212,Peut coordonner une équipe.
291,D1213,"Réalise des opérations de vente en gros de matériels et équipements (meubles, textile, bureautique, ...) auprès de professionnels (détaillants, collectivités, ...) selon la réglementation commerciale et la stratégie commerciale de l'entreprise."
292,D1213,Peut préparer les commandes des clients.
293,D1214,"Réalise la vente d'articles destinés à l'équipement et à l'hygiène de la personne (vêtements, chaussures, bijoux, sacs à main, parfums, ...) auprès d'une clientèle de particuliers selon la réglementation du commerce, la stratégie et les objectifs commerciaux de l'entreprise."
294,D1214,"Peut proposer des services complémentaires à la vente (retouches, cartes de fidélité, ...)."
295,D1214,Peut coordonner une équipe.
296,D1301,Effectue la gestion commerciale et administrative d'une petite ou moyenne surface de vente et en développe la rentabilité commerciale.
297,D1301,Dirige la structure.
298,D1401,"Réalise le traitement commercial et administratif des commandes des clients dans un objectif de qualité (service, coût, délai, ...)."
299,D1401,Communique à la clientèle des informations techniques sur les produits/services de l'entreprise.
300,D1401,Peut prospecter la clientèle et vendre des produits/services.
301,D1402,Prospecte une clientèle d'entreprises utilisatrices ou de revendeurs afin de présenter et de vendre des produits ou des services selon les objectifs commerciaux de la structure.
302,D1402,"Réalise le suivi commercial de la clientèle (opérations de fidélisation, enquêtes de satisfaction, ...)."
303,D1402,Peut coordonner l'activité d'une équipe de vente.
304,D1403,"Prospecte une clientèle de particuliers, présente et vend des produits ou des services selon les méthodes et la stratégie commerciale de l'entreprise."
305,D1403,Peut animer des réunions de vente au domicile de personnes.
306,D1403,"Peut réaliser une étude technique lors de la vente d'équipements particuliers (cuisine, piscine, véranda, store, ...)."
307,D1403,Peut coordonner une équipe.
308,D1404,"Présente des équipements (voitures, motocycles, camping car, bateaux, ...) à la clientèle, la conseille dans son choix, lui propose des services annexes (financement, extension de garanties, contrat d'entretien,...) et conclut la vente."
309,D1404,"Peut prospecter une clientèle (particuliers, grands comptes, ...)."
310,D1404,Peut réaliser l'achat de véhicules/bateaux.
311,D1404,Peut coordonner une équipe de vente.
312,D1405,"Informe les professionnels de santé (médecins, pharmaciens, vétérinaires, ...) sur des produits médicaux ou pharmaceutiques afin de les promouvoir selon la réglementation."
313,D1405,Peut effectuer la vente de produits.
314,D1405,Peut coordonner une équipe.
315,D1406,Organise et suit l'activité de la force de vente selon la politique commerciale de l'entreprise.
316,D1406,Négocie et suit les contrats grands comptes.
317,D1406,Coordonne une ou plusieurs équipes de commerciaux.
318,D1407,"Prospecte une clientèle de professionnels, propose des solutions techniques selon les besoins, impératifs du client et négocie les conditions commerciales de la vente."
